job_id,job_title,field_name,field_type,label,required,placeholder,options,selector
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),gender,select,Gender,False,Gender,,"[name=""gender""]"
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),industry,select,Industry,False,Industry,,"[name=""industry""]"
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),job_id,hidden,job_id,False,,,"[name=""job_id""]"
recruiter-skilled-trades-hr71598,Recruiter – Skilled Trades - (HR71598),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_180763994
corporate-controller-hr49489,Corporate Controller - (HR49489),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),Age,select,Age,False,Age,,"[name=""Age""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),salary,text,salary,False,,,#salary80293
corporate-controller-hr49489,Corporate Controller - (HR49489),gender,select,Gender,False,Gender,,"[name=""gender""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),industry,select,Industry,False,Industry,,"[name=""industry""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
corporate-controller-hr49489,Corporate Controller - (HR49489),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),job_id,hidden,job_id,False,,,"[name=""job_id""]"
corporate-controller-hr49489,Corporate Controller - (HR49489),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_992998811
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),Age,select,Age,False,Age,,"[name=""Age""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),salary,text,salary,False,,,#salary105471
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),gender,select,Gender,False,Gender,,"[name=""gender""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),industry,select,Industry,False,Industry,,"[name=""industry""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),job_id,hidden,job_id,False,,,"[name=""job_id""]"
paid-search-ppc-media-buyer-brazil-ap00021,Paid Search / PPC Media Buyer (Brazil) - (AP00021),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_727900130
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),Age,select,Age,False,Age,,"[name=""Age""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),salary,text,salary,False,,,#salary55521
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),gender,select,Gender,False,Gender,,"[name=""gender""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),industry,select,Industry,False,Industry,,"[name=""industry""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),job_id,hidden,job_id,False,,,"[name=""job_id""]"
paid-social-media-buyer-eastern-europe-ap00022,Paid Social Media Buyer (Eastern Europe) - (AP00022),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_595611477
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),Age,select,Age,False,Age,,"[name=""Age""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),salary,text,salary,False,,,#salary81419
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),gender,select,Gender,False,Gender,,"[name=""gender""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),industry,select,Industry,False,Industry,,"[name=""industry""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),job_id,hidden,job_id,False,,,"[name=""job_id""]"
paid-search-ppc-media-buyer-eastern-europe-ap00023,Google Ads Specialist - (AP00023),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_971974724
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),Age,select,Age,False,Age,,"[name=""Age""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),salary,text,salary,False,,,#salary77944
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),gender,select,Gender,False,Gender,,"[name=""gender""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),industry,select,Industry,False,Industry,,"[name=""industry""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),job_id,hidden,job_id,False,,,"[name=""job_id""]"
ppc-specialist-ppc-manager-ap00024,PPC Specialist / PPC Manager - (AP00024),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_432636327
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),Age,select,Age,False,Age,,"[name=""Age""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),salary,text,salary,False,,,#salary55224
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),gender,select,Gender,False,Gender,,"[name=""gender""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),industry,select,Industry,False,Industry,,"[name=""industry""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),job_id,hidden,job_id,False,,,"[name=""job_id""]"
google-ads-specialist-ap00025,Performance Marketing Manager - (AP00025),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_252879029
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),Age,select,Age,False,Age,,"[name=""Age""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),salary,text,salary,False,,,#salary71013
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),gender,select,Gender,False,Gender,,"[name=""gender""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),industry,select,Industry,False,Industry,,"[name=""industry""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),job_id,hidden,job_id,False,,,"[name=""job_id""]"
full-stack-product-engineer-ai-assisted-hr79517,Full-Stack Product Engineer (AI-Assisted) - (HR79517),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_303613527
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),Age,select,Age,False,Age,,"[name=""Age""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),salary,text,salary,False,,,#salary3166
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),gender,select,Gender,False,Gender,,"[name=""gender""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),industry,select,Industry,False,Industry,,"[name=""industry""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),job_id,hidden,job_id,False,,,"[name=""job_id""]"
paid-social-media-buyer-brazil-ap00020,Paid Social Media Buyer (Brazil) - (AP00020),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_667137776
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),Age,select,Age,False,Age,,"[name=""Age""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),salary,text,salary,False,,,#salary50927
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),gender,select,Gender,False,Gender,,"[name=""gender""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),industry,select,Industry,False,Industry,,"[name=""industry""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),cand_woutreg_cv_file,file,cand_woutreg_cv_file,False,,,#cand_cv_filefield
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),cand_cover_letter,textarea,Cover Letter,False,Cover Letter,,"[name=""cand_cover_letter""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),candidate_apply_cover,file,candidate_apply_cover,False,,,"[name=""candidate_apply_cover""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),job_id,hidden,job_id,False,,,"[name=""job_id""]"
customer-service-upsell-specialist-ap00018,Customer Service & Upsell Specialist - (AP00018),terms_cond_check,checkbox,terms_cond_check,False,,,"[name=""terms_cond_check""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),pt_user_fname,text,First Name,False,First Name,,"[name=""pt_user_fname""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),pt_user_lname,text,Last Name,False,Last Name,,"[name=""pt_user_lname""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),user_email,text,Email Address,False,Email Address,,"[name=""user_email""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),user_phone,tel,Phone Number,False,Phone Number,,#pt_user_phone_334546428
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),user_job_title,text,Current Job Title,False,Current Job Title,,"[name=""user_job_title""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),user_salary,text,Current Salary,False,Current Salary,,"[name=""user_salary""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),academic-level,select,Academic Level,False,Academic Level,,"[name=""academic-level""]"
cold-caller-outbound-sales-ap00019,Cold Caller (Outbound Sales) - (AP00019),Age,select,Age,False,Age,,"[name=""Age""]"
